Player,Span,Team,Country,SR,Bowling Style,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
DC Jurel,2023-2025,Mumbai Indians,India,149.1,,784,70,24.50,0,-,-,-,-,32.0,2.0,-
JE Root,2023-2023,Mumbai Indians,England,130.9,Offbreak,3062,92*,32.23,0,35,2/7,28.05,0,58.0,0.0,4.17
JO Holder,2023-2023,Mumbai Indians,West Indies,136.8,Medium,3035,69,18.61,0,324,5/27,27.61,1,153.0,0.0,-8.99
KM Asif,2023-2023,Mumbai Indians,Chennai Super Kings,0.0,Medium,2,1*,2.00,0,40,3/15,24.22,0,8.0,0.0,-22.22
M Ashwin,2023-2023,Mumbai Indians,Rising Pune Supergiants,106.0,Legbreak,,,,,,,,,,,
Sandeep Sharma,2023-2025,Mumbai Indians,India,79.5,Medium,117,13*,11.70,0,223,5/18,25.92,1,45.0,0.0,-14.22
Avesh Khan,2024-2024,Mumbai Indians,India,147.6,Medium,109,19*,9.08,0,165,5/17,25.89,1,32.0,0.0,-16.81
D Ferreira,2024-2024,Mumbai Indians,South Africa,173.2,Offbreak,2256,82*,29.29,0,20,3/23,30.45,0,71.0,8.0,-1.15
KA Maharaj,2024-2024,Mumbai Indians,South Africa,92.6,Orthodox,768,45*,15.05,0,162,4/15,28.05,0,63.0,0.0,-12.99
N Burger,2024-2024,Mumbai Indians,South Africa,54.4,Medium,66,9,5.50,0,88,3/10,23.46,0,23.0,0.0,-17.96
R Powell,2024-2024,Mumbai Indians,West Indies,141.4,Medium,5338,107,24.94,1,26,2/21,45.84,0,149.0,0.0,-20.90
SB Dubey,2024-2025,Mumbai Indians,Rajasthan Royals,149.3,Offbreak,758,58*,36.09,0,-,-,-,-,7.0,0.0,-
T Kohler-Cadmore,2024-2024,Mumbai Indians,Sydney Thunder,141.3,Offbreak,6524,127,28.36,1,-,-,-,-,129.0,5.0,-
TK Kotian,2024-2024,Mumbai Indians,Rajasthan Royals,101.5,Offbreak,87,28,21.75,0,33,4/16,20.03,0,14.0,0.0,1.71
A Madhwal,2025-2025,Mumbai Indians,Mumbai Indians,57.1,Medium,14,5*,7.00,0,58,5/5,25.77,1,7.0,0.0,-18.77
Fazalhaq Farooqi,2025-2025,Mumbai Indians,Afghanistan,59.3,Medium,52,16*,6.50,0,172,5/9,21.04,4,20.0,0.0,-14.54
K Kartikeya,2025-2025,Mumbai Indians,Mumbai Indians,68.4,Orthodox,28,6,4.00,0,51,3/10,21.66,0,4.0,0.0,-17.66
KS Rathore,2025-2025,Mumbai Indians,Rajasthan Royals,148.6,,254,61*,31.75,0,-,-,-,-,8.0,0.0,-
KT Maphaka,2025-2025,Mumbai Indians,South Africa,94.4,Medium,53,22*,26.50,0,49,4/18,25.22,0,12.0,0.0,1.27
LG Pretorius,2025-2025,Mumbai Indians,South Africa,152.1,,1156,97,25.13,0,-,-,-,-,20.0,1.0,-
M Theekshana,2025-2025,Mumbai Indians,Sri Lanka,67.9,Offbreak,249,15,6.07,0,210,4/15,25.95,0,42.0,0.0,-19.87
N Rana,2025-2025,Mumbai Indians,India,136.2,Offbreak,4848,107,28.02,1,51,4/17,21.21,0,54.0,0.0,6.80
PW Hasaranga,2025-2025,Mumbai Indians,Sri Lanka,144.5,Legbreak,2424,77*,17.31,0,322,6/9,17.37,3,101.0,0.0,-0.05
TU Deshpande,2025-2025,Mumbai Indians,India,118.2,Medium,51,20*,7.28,0,127,4/13,22.55,0,16.0,0.0,-15.27
V Suryavanshi,2025-2025,Mumbai Indians,Rajasthan Royals,206.6,,,,,,,,,,,,
Yudhvir Singh,2025-2025,Mumbai Indians,Lucknow Super Giants,160.6,Medium,198,29,9.90,0,29,3/13,33.00,0,15.0,0.0,-23.09
B Akhil,2011-2011,Pune Warriors,Royal Challengers Bangalore,138.2,Medium,,,,,,,,,,,
BB McCullum,2011-2011,Pune Warriors,New Zealand,135.1,Medium,9922,158*,29.97,7,0,-,-,0,153.0,14.0,-
BJ Hodge,2011-2011,Pune Warriors,Australia,130.3,Offbreak,7406,106,36.84,2,65,4/13,22.32,0,102.0,0.0,14.52
DPMD Jayawardene,2011-2011,Pune Warriors,Sri Lanka,126.7,Medium,5479,116,29.29,3,3,2/22,32.33,0,75.0,0.0,-3.03
KM Jadhav,2011-2011,Pune Warriors,India,122.2,Offbreak,2592,84*,24.45,0,6,2/23,20.83,0,55.0,9.0,3.61
M Klinger,2011-2011,Pune Warriors,Australia,122.6,,5960,126*,34.45,8,-,-,-,-,83.0,0.0,-
M Muralidaran,2011-2011,Pune Warriors,,0.0,Offbreak,81,11,3.37,0,179,4/16,22.03,0,31.0,0.0,-18.66
NLTC Perera,2011-2011,Pune Warriors,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
OA Shah,2011-2011,Pune Warriors,England,121.5,Offbreak,5,3,1.66,0,-,-,-,-,1.0,0.0,-
P Parameswaran,2011-2011,Pune Warriors,Kochi Tuskers Kerala,50.0,Medium,15,13*,7.50,0,33,3/25,27.66,0,5.0,0.0,-20.16
P Prasanth,2011-2011,Pune Warriors,Kochi Tuskers Kerala,,Orthodox,316,43*,17.55,0,64,4/13,17.15,0,6.0,0.0,0.39
PA Patel,2011-2011,Pune Warriors,India,120.5,,4300,82,22.87,0,-,-,-,-,113.0,31.0,-
R Vinay Kumar,2011-2011,Pune Warriors,India,112.0,Medium,861,68,15.37,0,194,4/4,25.09,0,59.0,0.0,-9.72
RA Jadeja,2011-2011,Pune Warriors,India,130.6,Orthodox,3985,77*,26.39,0,235,5/16,30.85,1,141.0,0.0,-4.46
RP Singh,2011-2011,Pune Warriors,India,83.0,Medium,108,18,4.32,0,146,5/8,24.91,1,42.0,0.0,-20.59
RR Powar,2011-2011,Pune Warriors,Kings XI Punjab,104.7,Offbreak,72,28*,18.00,0,14,2/11,40.14,0,5.0,0.0,-22.14
RV Gomez,2011-2011,Pune Warriors,Kochi Tuskers Kerala,98.0,Medium,774,62*,21.50,0,20,2/8,38.25,0,26.0,0.0,-16.74
S Sreesanth,2011-2011,Pune Warriors,India,78.3,Medium,73,19*,9.12,0,54,3/29,33.57,0,9.0,0.0,-24.44
VVS Laxman,2011-2011,Pune Warriors,Deccan Chargers,107.8,Offbreak,491,78*,22.31,0,-,-,-,-,4.0,0.0,-
Y Gnaneswara Rao,2011-2011,Pune Warriors,Kochi Tuskers Kerala,111.8,Medium,429,71*,22.57,0,1,1/18,162.00,0,9.0,0.0,-139.42
A Nehra,2008-2008,Rajasthan Royals,India,68.3,Medium,69,22*,5.30,0,162,4/10,22.54,0,27.0,0.0,-17.24
A Nel,2008-2008,Rajasthan Royals,South Africa,0.0,Medium,155,19,10.33,0,37,2/13,37.67,0,11.0,0.0,-27.34
AM Nayar,2008-2010,Rajasthan Royals,Mumbai Indians,116.5,Medium,1291,79,21.51,0,27,3/13,34.33,0,23.0,0.0,-12.81
AM Rahane,2008-2009,Rajasthan Royals,India,125.0,Medium,7242,105*,29.92,2,1,1/5,5.00,0,120.0,0.0,24.92
CRD Fernando,2008-2010,Rajasthan Royals,Sri Lanka,96.7,Medium,47,21,4.70,0,74,5/17,20.41,1,14.0,0.0,-15.71
DJ Bravo,2008-2010,Rajasthan Royals,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DJ Thornely,2008-2008,Rajasthan Royals,Sydney Sixers,107.8,Medium,778,67*,21.02,0,28,4/22,24.50,0,23.0,0.0,-3.47
DR Smith,2008-2013,Rajasthan Royals,West Indies,126.3,Medium,7870,110*,26.23,5,110,4/8,27.99,0,141.0,0.0,-1.75
DS Kulkarni,2008-2021,Rajasthan Royals,India,92.5,Medium,225,28*,10.71,0,154,4/14,27.99,0,35.0,0.0,-17.27
Harbhajan Singh,2008-2017,Rajasthan Royals,India,136.2,Offbreak,1512,78,14.67,0,235,5/18,26.35,1,83.0,0.0,-11.67
L Ronchi,2008-2009,Rajasthan Royals,Australia,156.8,,4217,102,25.25,1,-,-,-,-,119.0,36.0,-
MA Khote,2008-2008,Rajasthan Royals,Mumbai Indians,109.1,Medium,147,72,29.40,0,6,2/29,31.16,0,5.0,0.0,-1.76
MK Pandey,2008-2008,Rajasthan Royals,India,122.0,Offbreak,7100,129*,31.69,3,10,4/27,21.20,0,152.0,2.0,10.49
PR Shah,2008-2009,Rajasthan Royals,Mumbai Indians,101.1,,461,71,15.36,0,-,-,-,-,44.0,15.0,-
RR Raje,2008-2009,Rajasthan Royals,Mumbai Indians,111.1,Medium,27,11*,3.85,0,34,3/15,22.08,0,14.0,0.0,-18.23
RV Pawar,2008-2008,Rajasthan Royals,,0.0,,7,3,2.33,0,6,2/21,29.83,0,1.0,0.0,-27.49
RV Uthappa,2008-2008,Rajasthan Royals,India,130.5,Medium,,,,,,,,,,,
SD Chitnis,2008-2008,Rajasthan Royals,Mumbai Indians,111.2,Offbreak,510,89*,28.33,0,4,2/40,28.50,0,9.0,0.0,-0.16
SM Pollock,2008-2008,Rajasthan Royals,South Africa,128.0,Medium,569,59,21.07,0,45,3/12,22.13,0,9.0,0.0,-1.05
SR Tendulkar,2008-2013,Rajasthan Royals,India,118.4,Offbreak,2797,100*,32.90,1,2,1/12,61.50,0,28.0,0.0,-28.59
SS Tiwary,2008-2021,Rajasthan Royals,Mumbai Indians,120.5,,3454,69,29.02,0,0,-,-,0,68.0,0.0,-
ST Jayasuriya,2008-2010,Rajasthan Royals,Sri Lanka,135.5,Orthodox,2317,114*,22.71,1,77,4/24,25.75,0,21.0,0.0,-3.03
VS Yeligati,2008-2008,Rajasthan Royals,Mumbai Indians,100.0,Offbreak,6,4*,6.00,0,2,2/23,54.50,0,1.0,0.0,-48.49
YV Takawale,2008-2009,Rajasthan Royals,Mumbai Indians,107.9,,,,,,,,,,,,
C Nanda,2009-2009,Rajasthan Royals,Mumbai Indians,0.0,Legbreak,20,13*,6.66,0,18,2/17,23.44,0,6.0,0.0,-16.77
GR Napier,2009-2009,Rajasthan Royals,Mumbai Indians,159.9,Medium,1206,152*,15.66,1,164,4/10,23.35,0,43.0,0.0,-7.69
JP Duminy,2009-2018,Rajasthan Royals,South Africa,123.5,Offbreak,6397,99*,37.19,0,78,4/17,30.41,0,113.0,0.0,6.78
Mohammad Ashraful,2009-2009,Rajasthan Royals,Bangladesh,115.8,Offbreak,1694,103*,22.28,1,25,3/13,19.52,0,24.0,0.0,2.76
RA Shaikh,2009-2009,Rajasthan Royals,Mumbai Indians,,Medium,-,-,-,-,0,-,-,0,0.0,0.0,-
S Dhawan,2009-2010,Rajasthan Royals,India,126.8,Offbreak,9797,106*,32.98,2,4,1/7,16.50,0,136.0,0.0,16.48
SL Malinga,2009-2019,Rajasthan Royals,Sri Lanka,102.1,Fast,426,37*,8.03,0,390,6/7,19.68,5,54.0,0.0,-11.65
Z Khan,2009-2014,Rajasthan Royals,India,85.5,Medium,,,,,,,,,,,
AG Murtaza,2010-2011,Rajasthan Royals,Mumbai Indians,71.4,Orthodox,119,39*,19.83,0,32,3/9,23.78,0,11.0,0.0,-3.94
AN Ahmed,2010-2013,Rajasthan Royals,Mumbai Indians,126.7,Medium,241,26*,8.60,0,78,4/21,24.55,0,10.0,0.0,-15.94
AP Tare,2010-2015,Rajasthan Royals,Mumbai Indians,123.5,,2630,82,28.27,0,-,-,-,-,71.0,20.0,-
AT Rayudu,2010-2017,Rajasthan Royals,India,124.7,Offbreak,6176,100*,26.05,1,-,-,-,-,101.0,3.0,-
C Madan,2010-2010,Rajasthan Royals,Mumbai Indians,78.9,,311,69*,23.92,0,-,-,-,-,22.0,4.0,-
KA Pollard,2010-2022,Rajasthan Royals,West Indies,149.9,Medium,14216,104,31.87,1,333,4/15,25.33,0,397.0,0.0,6.53
R McLaren,2010-2010,Rajasthan Royals,South Africa,116.2,Medium,1751,77,23.03,0,166,5/19,28.62,1,64.0,0.0,-5.58
R Sathish,2010-2011,Rajasthan Royals,Mumbai Indians,141.9,Medium,722,41*,19.00,0,24,3/12,26.37,0,30.0,0.0,-7.37
STR Binny,2010-2010,Rajasthan Royals,India,130.9,Medium,1641,52,20.01,0,73,4/14,25.87,0,38.0,0.0,-5.86
A Symonds,2011-2011,Rajasthan Royals,Australia,135.6,Medium,2141,117*,32.43,2,52,5/18,31.86,1,42.0,0.0,0.57
AC Blizzard,2011-2012,Rajasthan Royals,Adelaide Strikers,123.6,Medium,2043,89,24.61,0,0,-,-,0,27.0,0.0,-
DJ Jacobs,2011-2012,Rajasthan Royals,Warriors,122.2,Medium,1707,74,25.86,0,0,-,-,0,39.0,8.0,-
JEC Franklin,2011-2012,Rajasthan Royals,New Zealand,117.8,Medium,4372,90,27.49,0,111,5/21,30.90,1,79.0,0.0,-3.40
MM Patel,2011-2013,Rajasthan Royals,India,80.0,Medium,47,23*,5.87,0,104,5/21,24.49,1,21.0,0.0,-18.61
RG Sharma,2011-2025,Rajasthan Royals,India,135.0,Offbreak,12248,121*,30.85,8,29,4/6,28.62,0,175.0,0.0,2.23
RW Price,2011-2011,Rajasthan Royals,Zimbabwe,53.6,Orthodox,87,14,7.25,0,58,5/12,26.93,1,14.0,0.0,-19.68
TL Suman,2011-2012,Rajasthan Royals,Deccan Chargers,115.5,Offbreak,1546,100,24.53,1,17,2/14,33.11,0,21.0,0.0,-8.57
CJ McKay,2012-2012,Rajasthan Royals,Australia,101.0,Medium,299,21*,11.50,0,144,5/11,22.38,1,20.0,0.0,-10.88
HH Gibbs,2012-2012,Rajasthan Royals,South Africa,118.1,,3895,101*,25.29,1,-,-,-,-,76.0,0.0,-
KD Karthik,2012-2013,Rajasthan Royals,India,136.8,,7537,97*,27.01,0,1,1/10,28.00,0,236.0,72.0,-0.98
NLTC Perera,2012-2012,Rajasthan Royals,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
PP Ojha,2012-2015,Rajasthan Royals,India,52.8,Orthodox,75,11*,4.16,0,156,4/15,22.38,0,21.0,0.0,-18.21
R Shukla,2012-2012,Rajasthan Royals,Rajasthan Royals,80.8,Medium,83,17*,8.30,0,75,5/36,23.66,1,29.0,0.0,-15.36
RE Levi,2012-2012,Rajasthan Royals,South Africa,143.0,Medium,5606,117*,27.48,3,-,-,-,-,60.0,0.0,-
RJ Peterson,2012-2012,Rajasthan Royals,South Africa,109.1,Orthodox,1231,72*,16.41,0,122,3/13,25.52,0,29.0,0.0,-9.11
RP Singh,2012-2012,Rajasthan Royals,India,83.0,Medium,108,18,4.32,0,146,5/8,24.91,1,42.0,0.0,-20.59
SA Yadav,2012-2025,Rajasthan Royals,India,153.9,Medium,8674,117,35.69,6,8,2/5,18.12,0,162.0,0.0,17.57
GJ Maxwell,2013-2013,Rajasthan Royals,Australia,154.9,Offbreak,10846,154*,27.81,8,194,3/10,29.79,0,259.0,0.0,-1.98
JDP Oram,2013-2013,Rajasthan Royals,New Zealand,125.4,Medium,1111,66*,16.58,0,81,5/14,29.70,1,35.0,0.0,-13.12
JJ Bumrah,2013-2025,Rajasthan Royals,India,81.7,Fast,102,16*,8.50,0,316,5/10,20.32,2,36.0,0.0,-11.82
MG Johnson,2013-2017,Rajasthan Royals,Australia,105.0,Fast,320,30,12.80,0,123,3/3,25.78,0,28.0,0.0,-12.98
NM Coulter-Nile,2013-2021,Rajasthan Royals,Australia,132.2,Fast,693,42*,12.15,0,191,4/10,23.03,0,51.0,0.0,-10.87
P Suyal,2013-2015,Rajasthan Royals,Mumbai Indians,,Medium,0,0*,0.00,0,17,2/12,38.23,0,1.0,0.0,-38.23
R Dhawan,2013-2013,Rajasthan Royals,India,118.1,Medium,1740,72*,30.00,0,118,6/23,26.44,1,34.0,0.0,3.55
RT Ponting,2013-2013,Rajasthan Royals,Australia,111.3,Medium,909,98*,22.72,0,1,1/11,23.00,0,17.0,0.0,-0.27
YS Chahal,2013-2013,Rajasthan Royals,India,45.7,Legbreak,81,10,4.76,0,380,6/25,23.57,2,72.0,0.0,-18.80
BR Dunk,2014-2014,Rajasthan Royals,Australia,128.9,,3708,99*,23.32,0,3,1/19,39.33,0,99.0,10.0,-16.01
CJ Anderson,2014-2015,Rajasthan Royals,New Zealand,131.0,Medium,3244,95*,24.20,0,46,2/10,34.06,0,62.0,0.0,-9.85
CM Gautam,2014-2014,Rajasthan Royals,Delhi Daredevils,112.7,,511,53*,17.03,0,-,-,-,-,40.0,14.0,-
K Santokie,2014-2014,Rajasthan Royals,West Indies,95.5,Medium,222,22,9.25,0,180,5/24,17.56,1,21.0,0.0,-8.31
LMP Simmons,2014-2017,Rajasthan Royals,West Indies,120.2,Medium,7756,116,29.83,2,23,4/19,25.95,0,116.0,0.0,3.87
M de Lange,2014-2015,Rajasthan Royals,South Africa,129.8,Fast,420,28*,11.05,0,174,5/20,25.64,1,44.0,0.0,-14.59
MEK Hussey,2014-2014,Rajasthan Royals,Australia,125.6,Medium,4569,116*,37.45,1,0,-,-,0,77.0,0.0,-
P Kumar,2014-2014,Rajasthan Royals,India,108.4,Medium,687,76*,12.26,0,143,3/18,32.16,0,22.0,0.0,-19.89
S Gopal,2014-2024,Rajasthan Royals,Mumbai Indians,111.9,Legbreak,526,48*,16.43,0,124,5/11,19.46,3,28.0,0.0,-3.03
AJ Finch,2015-2015,Rajasthan Royals,Australia,138.1,Orthodox,11458,172,33.60,8,7,1/9,52.71,0,164.0,0.0,-19.11
HH Pandya,2015-2025,Rajasthan Royals,India,144.1,Medium,5576,91,29.50,0,207,5/36,28.18,1,144.0,0.0,1.31
J Suchith,2015-2016,Rajasthan Royals,Mumbai Indians,124.4,Orthodox,349,34*,13.96,0,74,3/2,28.58,0,41.0,0.0,-14.62
MJ McClenaghan,2015-2019,Rajasthan Royals,New Zealand,111.4,Medium,271,20,6.30,0,241,5/29,25.60,1,34.0,0.0,-19.30
PA Patel,2015-2017,Rajasthan Royals,India,120.5,,4300,82,22.87,0,-,-,-,-,113.0,31.0,-
R Vinay Kumar,2015-2017,Rajasthan Royals,India,112.0,Medium,861,68,15.37,0,194,4/4,25.09,0,59.0,0.0,-9.72
UBT Chand,2015-2016,Rajasthan Royals,Melbourne Renegades,109.3,Offbreak,2097,125,23.30,3,-,-,-,-,59.0,3.0,-
JC Buttler,2016-2017,Rajasthan Royals,England,147.0,,13474,124,35.74,8,-,-,-,-,287.0,49.0,-
KH Pandya,2016-2021,Rajasthan Royals,India,131.1,Orthodox,2954,86,23.82,0,162,4/15,30.01,0,82.0,0.0,-6.18
MJ Guptill,2016-2016,Rajasthan Royals,New Zealand,130.7,Offbreak,9900,120*,31.83,6,0,-,-,0,194.0,0.0,-
N Rana,2016-2017,Rajasthan Royals,India,136.2,Offbreak,4848,107,28.02,1,51,4/17,21.21,0,54.0,0.0,6.80
TG Southee,2016-2017,Rajasthan Royals,New Zealand,131.5,Medium,930,74,10.94,0,346,6/16,24.57,4,132.0,0.0,-13.63
KV Sharma,2017-2025,Rajasthan Royals,India,126.1,Legbreak,,,,,,,,,,,
A Dananjaya,2018-2018,Rajasthan Royals,Sri Lanka,77.2,Offbreak,280,28,8.00,0,159,4/17,21.80,0,45.0,0.0,-13.80
BCJ Cutting,2018-2019,Rajasthan Royals,Australia,145.6,Medium,2921,81*,22.46,0,137,5/28,32.08,1,100.0,0.0,-9.61
E Lewis,2018-2019,Rajasthan Royals,West Indies,143.8,,6765,125*,29.03,6,-,-,-,-,79.0,0.0,-
Ishan Kishan,2018-2024,Rajasthan Royals,India,134.6,,5270,113*,28.79,4,0,-,-,0,114.0,14.0,-
M Markande,2018-2022,Rajasthan Royals,India,105.9,Legbreak,106,33*,15.14,0,92,4/4,24.72,0,19.0,0.0,-9.58
Mustafizur Rahman,2018-2018,Rajasthan Royals,Bangladesh,71.4,Medium,196,21*,5.93,0,372,6/10,21.29,4,58.0,0.0,-15.35
PJ Sangwan,2018-2018,Rajasthan Royals,Delhi Daredevils,64.4,Medium,262,29,11.90,0,104,3/13,26.05,0,34.0,0.0,-14.14
AS Joseph,2019-2019,Rajasthan Royals,West Indies,107.1,Medium,484,29*,13.08,0,200,6/12,25.70,2,57.0,0.0,-12.62
AS Roy,2019-2019,Rajasthan Royals,Mumbai Indians,152.7,Orthodox,657,91,20.53,0,38,4/17,33.10,0,30.0,0.0,-12.57
BB Sran,2019-2019,Rajasthan Royals,India,71.4,Medium,106,19,11.77,0,45,4/10,30.06,0,9.0,0.0,-18.28
J Yadav,2019-2021,Rajasthan Royals,Delhi Daredevils,104.9,Offbreak,388,39,14.92,0,52,4/22,32.63,0,40.0,0.0,-17.71
JP Behrendorff,2019-2023,Rajasthan Royals,Australia,103.5,Medium,175,26,13.46,0,213,4/21,22.17,0,56.0,0.0,-8.71
Q de Kock,2019-2021,Rajasthan Royals,South Africa,137.7,,11421,140*,31.20,7,-,-,-,-,286.0,57.0,-
RD Chahar,2019-2021,Rajasthan Royals,India,102.7,Legbreak,241,25*,9.64,0,136,5/14,26.12,1,44.0,0.0,-16.48
Rasikh Salam,2019-2019,Rajasthan Royals,Mumbai Indians,95.7,Medium,,,,,,,,,,,
SD Lad,2019-2019,Rajasthan Royals,Mumbai Indians,88.5,Offbreak,939,82,22.90,0,23,5/13,25.00,1,28.0,0.0,-2.09
Yuvraj Singh,2019-2019,Rajasthan Royals,India,131.5,Orthodox,4857,83,25.69,0,80,4/29,24.86,0,53.0,0.0,0.83
JL Pattinson,2020-2020,Rajasthan Royals,Australia,110.3,Medium,125,27*,7.35,0,63,5/33,26.66,1,16.0,0.0,-19.31
TA Boult,2020-2025,Rajasthan Royals,New Zealand,116.7,Medium,307,23*,10.96,0,329,4/13,25.31,0,97.0,0.0,-14.34
AF Milne,2021-2021,Rajasthan Royals,New Zealand,112.8,Fast,498,22,11.06,0,247,5/11,23.54,3,53.0,0.0,-12.47
Anmolpreet Singh,2021-2022,Rajasthan Royals,Mumbai Indians,150.7,Offbreak,1382,113,26.07,1,-,-,-,-,35.0,0.0,-
CA Lynn,2021-2021,Rajasthan Royals,Australia,143.8,Orthodox,8526,113*,32.91,6,3,2/15,31.00,0,72.0,0.0,1.91
JDS Neesham,2021-2021,Rajasthan Royals,New Zealand,140.9,Medium,4441,97*,23.49,0,260,5/22,25.03,1,124.0,0.0,-1.54
M Jansen,2021-2021,Rajasthan Royals,South Africa,136.9,Fast,983,71*,20.47,0,130,5/30,26.43,1,61.0,0.0,-5.95
PP Chawla,2021-2024,Rajasthan Royals,India,113.3,Legbreak,1565,45*,14.76,0,319,4/12,24.45,0,73.0,0.0,-9.68
Basil Thampi,2022-2022,Rajasthan Royals,Gujarat Lions,91.4,Medium,73,22,9.12,0,90,4/15,28.12,0,18.0,0.0,-18.99
D Brevis,2022-2024,Rajasthan Royals,South Africa,154.9,Legbreak,2518,162,28.94,2,18,2/19,21.27,0,53.0,0.0,7.66
DR Sams,2022-2022,Rajasthan Royals,Australia,151.6,Medium,,,,,,,,,,,
FA Allen,2022-2022,Rajasthan Royals,West Indies,141.5,Orthodox,1544,64*,17.54,0,100,4/24,27.46,0,68.0,0.0,-9.91
HR Shokeen,2022-2023,Rajasthan Royals,Mumbai Indians,101.5,Offbreak,70,25,23.33,0,12,2/5,32.16,0,5.0,0.0,-8.83
JD Unadkat,2022-2022,Rajasthan Royals,India,117.9,Medium,562,58*,15.61,0,245,5/25,23.81,2,61.0,0.0,-8.20
K Kartikeya,2022-2023,Rajasthan Royals,Mumbai Indians,68.4,Orthodox,28,6,4.00,0,51,3/10,21.66,0,4.0,0.0,-17.66
M Ashwin,2022-2022,Rajasthan Royals,Rising Pune Supergiants,106.0,Legbreak,,,,,,,,,,,
NT Tilak Varma,2022-2025,Rajasthan Royals,India,144.7,Offbreak,3720,151,42.75,4,9,2/26,33.11,0,67.0,0.0,9.64
R Sanjay Yadav,2022-2022,Rajasthan Royals,Mumbai Indians,143.1,Orthodox,,,,,,,,,,,
RP Meredith,2022-2023,Rajasthan Royals,Australia,98.2,Medium,48,10,4.80,0,189,4/9,22.31,0,26.0,0.0,-17.51
Ramandeep Singh,2022-2022,Rajasthan Royals,India,168.0,Medium,687,64,22.16,0,22,3/20,17.27,0,39.0,0.0,4.88
T Stubbs,2022-2023,Rajasthan Royals,South Africa,144.2,Offbreak,2999,80*,32.24,0,11,2/6,29.90,0,85.0,4.0,2.33
TH David,2022-2024,Rajasthan Royals,Singapore,161.9,Offbreak,,,,,,,,,,,
TS Mills,2022-2022,Rajasthan Royals,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
A Madhwal,2023-2024,Rajasthan Royals,Mumbai Indians,57.1,Medium,14,5*,7.00,0,58,5/5,25.77,1,7.0,0.0,-18.77
AS Tendulkar,2023-2024,Rajasthan Royals,Mumbai Indians,86.8,Medium,119,47,13.22,0,27,4/10,25.07,0,1.0,0.0,-11.85
Arshad Khan,2023-2023,Rajasthan Royals,Mumbai Indians,128.4,Medium,182,58*,20.22,0,19,3/5,30.78,0,7.0,0.0,-10.56
C Green,2023-2023,Rajasthan Royals,Australia,151.1,Medium,1334,100*,33.35,1,28,3/35,34.42,0,30.0,0.0,-1.07
CJ Jordan,2023-2023,Rajasthan Royals,England,134.2,Medium,2476,73,16.84,0,439,4/6,27.05,0,214.0,0.0,-10.21
D Jansen,2023-2023,Rajasthan Royals,Isle of Man,101.2,Medium,294,41,15.47,0,35,3/27,30.48,0,19.0,0.0,-15.01
JC Archer,2023-2023,Rajasthan Royals,England,138.3,Fast,715,36,14.30,0,225,4/18,23.47,0,57.0,0.0,-9.17
N Wadhera,2023-2024,Rajasthan Royals,Mumbai Indians,145.5,Legbreak,1043,70,26.74,0,1,1/0,22.00,0,16.0,0.0,4.74
R Goyal,2023-2023,Rajasthan Royals,Mumbai Indians,,Orthodox,-,-,-,-,0,-,-,0,1.0,0.0,-
Vishnu Vinod,2023-2023,Rajasthan Royals,Royal Challengers Bangalore,145.8,,1620,109*,31.15,1,0,-,-,0,26.0,7.0,-
A Kamboj,2024-2024,Rajasthan Royals,Mumbai Indians,96.2,Medium,66,17,13.20,0,34,3/12,20.26,0,10.0,0.0,-7.06
G Coetzee,2024-2024,Rajasthan Royals,South Africa,101.5,Fast,362,37,8.82,0,96,4/19,23.63,0,19.0,0.0,-14.80
KT Maphaka,2024-2024,Rajasthan Royals,South Africa,94.4,Medium,53,22*,26.50,0,49,4/18,25.22,0,12.0,0.0,1.27
L Wood,2024-2024,Rajasthan Royals,England,115.8,Medium,419,33*,9.52,0,208,5/50,25.91,1,68.0,0.0,-16.39
Mohammad Nabi,2024-2024,Rajasthan Royals,Afghanistan,134.0,Offbreak,6516,89,21.08,0,388,5/15,24.82,1,217.0,0.0,-3.73
N Thushara,2024-2024,Rajasthan Royals,Sri Lanka,65.1,Medium,40,7*,4.00,0,170,5/13,19.84,2,15.0,0.0,-15.84
Naman Dhir,2024-2025,Rajasthan Royals,Mumbai Indians,175.9,Offbreak,563,62*,23.45,0,5,5/19,28.80,1,20.0,0.0,-5.34
R Shepherd,2024-2024,Rajasthan Royals,West Indies,155.5,Medium,2173,73*,23.36,0,189,4/13,26.00,0,45.0,0.0,-2.63
SZ Mulani,2024-2024,Rajasthan Royals,Mumbai Indians,130.8,Orthodox,255,73,15.00,0,57,3/18,22.22,0,18.0,0.0,-7.22
Ashwani Kumar,2025-2025,Rajasthan Royals,Mumbai Indians,,Medium,-,-,-,-,13,4/24,25.69,0,2.0,0.0,-
C Bosch,2025-2025,Rajasthan Royals,South Africa,111.4,Medium,747,81,17.78,0,70,4/19,31.64,0,41.0,0.0,-13.85
DL Chahar,2025-2025,Rajasthan Royals,India,145.9,Medium,462,55*,14.43,0,184,6/7,24.85,2,32.0,0.0,-10.42
