Player,Span,Team,Record Type,StartYear,EndYear
Mohsin Khan,2022-2024,Gujarat Titans,Bowling,2022,2024
KH Pandya,2022-2024,Gujarat Titans,Bowling,2022,2024
KL Rahul,2022-2024,Gujarat Titans,Bowling,2022,2024
MP Stoinis,2022-2024,Gujarat Titans,Bowling,2022,2024
Avesh Khan,2022-2025,Gujarat Titans,Batting,2022,2025
A Badoni,2022-2025,Gujarat Titans,Batting,2022,2025
Ravi Bishnoi,2022-2025,Gujarat Titans,Batting,2022,2025
Avesh Khan,2022-2025,Gujarat Titans,Bowling,2022,2025
A Badoni,2022-2025,Gujarat Titans,Bowling,2022,2025
Ravi Bishnoi,2022-2025,Gujarat Titans,Bowling,2022,2025
PN Mankad,2023-2023,Gujarat Titans,Batting,2023,2023
KR Mayers,2023-2023,Gujarat Titans,Batting,2023,2023
R Shepherd,2023-2023,Gujarat Titans,Batting,2023,2023
Swapnil Singh,2023-2023,Gujarat Titans,Batting,2023,2023
JD Unadkat,2023-2023,Gujarat Titans,Batting,2023,2023
MA Wood,2023-2023,Gujarat Titans,Batting,2023,2023
PN Mankad,2023-2023,Gujarat Titans,Bowling,2023,2023
KR Mayers,2023-2023,Gujarat Titans,Bowling,2023,2023
R Shepherd,2023-2023,Gujarat Titans,Bowling,2023,2023
Swapnil Singh,2023-2023,Gujarat Titans,Bowling,2023,2023
JD Unadkat,2023-2023,Gujarat Titans,Bowling,2023,2023
MA Wood,2023-2023,Gujarat Titans,Bowling,2023,2023
A Mishra,2023-2024,Gujarat Titans,Batting,2023,2024
Naveen-ul-Haq,2023-2024,Gujarat Titans,Batting,2023,2024
Yash Thakur,2023-2024,Gujarat Titans,Batting,2023,2024
Yudhvir Singh,2023-2024,Gujarat Titans,Batting,2023,2024
A Mishra,2023-2024,Gujarat Titans,Bowling,2023,2024
Naveen-ul-Haq,2023-2024,Gujarat Titans,Bowling,2023,2024
Yash Thakur,2023-2024,Gujarat Titans,Bowling,2023,2024
Yudhvir Singh,2023-2024,Gujarat Titans,Bowling,2023,2024
N Pooran,2023-2025,Gujarat Titans,Batting,2023,2025
N Pooran,2023-2025,Gujarat Titans,Bowling,2023,2025
Arshad Khan,2024-2024,Gujarat Titans,Batting,2024,2024
MJ Henry,2024-2024,Gujarat Titans,Batting,2024,2024
S Joseph,2024-2024,Gujarat Titans,Batting,2024,2024
AA Kulkarni,2024-2024,Gujarat Titans,Batting,2024,2024
D Padikkal,2024-2024,Gujarat Titans,Batting,2024,2024
AJ Turner,2024-2024,Gujarat Titans,Batting,2024,2024
Arshad Khan,2024-2024,Gujarat Titans,Bowling,2024,2024
MJ Henry,2024-2024,Gujarat Titans,Bowling,2024,2024
S Joseph,2024-2024,Gujarat Titans,Bowling,2024,2024
AA Kulkarni,2024-2024,Gujarat Titans,Bowling,2024,2024
D Padikkal,2024-2024,Gujarat Titans,Bowling,2024,2024
AJ Turner,2024-2024,Gujarat Titans,Bowling,2024,2024
M Siddharth,2024-2025,Gujarat Titans,Batting,2024,2025
MP Yadav,2024-2025,Gujarat Titans,Batting,2024,2025
M Siddharth,2024-2025,Gujarat Titans,Bowling,2024,2025
MP Yadav,2024-2025,Gujarat Titans,Bowling,2024,2025
Abdul Samad,2025-2025,Gujarat Titans,Batting,2025,2025
Akash Deep,2025-2025,Gujarat Titans,Batting,2025,2025
Akash Singh,2025-2025,Gujarat Titans,Batting,2025,2025
MP Breetzke,2025-2025,Gujarat Titans,Batting,2025,2025
Himmat Singh,2025-2025,Gujarat Titans,Batting,2025,2025
AK Markram,2025-2025,Gujarat Titans,Batting,2025,2025
MR Marsh,2025-2025,Gujarat Titans,Batting,2025,2025
DA Miller,2025-2025,Gujarat Titans,Batting,2025,2025
W O'Rourke,2025-2025,Gujarat Titans,Batting,2025,2025
RR Pant,2025-2025,Gujarat Titans,Batting,2025,2025
Prince Yadav,2025-2025,Gujarat Titans,Batting,2025,2025
DS Rathi,2025-2025,Gujarat Titans,Batting,2025,2025
Shahbaz Ahmed,2025-2025,Gujarat Titans,Batting,2025,2025
SN Thakur,2025-2025,Gujarat Titans,Batting,2025,2025
Abdul Samad,2025-2025,Gujarat Titans,Bowling,2025,2025
Akash Deep,2025-2025,Gujarat Titans,Bowling,2025,2025
Akash Singh,2025-2025,Gujarat Titans,Bowling,2025,2025
MP Breetzke,2025-2025,Gujarat Titans,Bowling,2025,2025
Himmat Singh,2025-2025,Gujarat Titans,Bowling,2025,2025
AK Markram,2025-2025,Gujarat Titans,Bowling,2025,2025
MR Marsh,2025-2025,Gujarat Titans,Bowling,2025,2025
DA Miller,2025-2025,Gujarat Titans,Bowling,2025,2025
W O'Rourke,2025-2025,Gujarat Titans,Bowling,2025,2025
RR Pant,2025-2025,Gujarat Titans,Bowling,2025,2025
Prince Yadav,2025-2025,Gujarat Titans,Bowling,2025,2025
DS Rathi,2025-2025,Gujarat Titans,Bowling,2025,2025
Shahbaz Ahmed,2025-2025,Gujarat Titans,Bowling,2025,2025
SN Thakur,2025-2025,Gujarat Titans,Bowling,2025,2025
P Amarnath,2008-2008,Kings XI Punjab,Batting,2008,2008
SP Fleming,2008-2008,Kings XI Punjab,Batting,2008,2008
CK Kapugedera,2008-2008,Kings XI Punjab,Batting,2008,2008
A Mukund,2008-2008,Kings XI Punjab,Batting,2008,2008
M Ntini,2008-2008,Kings XI Punjab,Batting,2008,2008
S Vidyut,2008-2008,Kings XI Punjab,Batting,2008,2008
P Amarnath,2008-2008,Kings XI Punjab,Bowling,2008,2008
SP Fleming,2008-2008,Kings XI Punjab,Bowling,2008,2008
CK Kapugedera,2008-2008,Kings XI Punjab,Bowling,2008,2008
A Mukund,2008-2008,Kings XI Punjab,Bowling,2008,2008
M Ntini,2008-2008,Kings XI Punjab,Bowling,2008,2008
S Vidyut,2008-2008,Kings XI Punjab,Bowling,2008,2008
JDP Oram,2008-2009,Kings XI Punjab,Batting,2008,2009
JDP Oram,2008-2009,Kings XI Punjab,Bowling,2008,2009
L Balaji,2008-2010,Kings XI Punjab,Batting,2008,2010
MS Gony,2008-2010,Kings XI Punjab,Batting,2008,2010
ML Hayden,2008-2010,Kings XI Punjab,Batting,2008,2010
M Muralidaran,2008-2010,Kings XI Punjab,Batting,2008,2010
PA Patel,2008-2010,Kings XI Punjab,Batting,2008,2010
L Balaji,2008-2010,Kings XI Punjab,Bowling,2008,2010
MS Gony,2008-2010,Kings XI Punjab,Bowling,2008,2010
ML Hayden,2008-2010,Kings XI Punjab,Bowling,2008,2010
M Muralidaran,2008-2010,Kings XI Punjab,Bowling,2008,2010
PA Patel,2008-2010,Kings XI Punjab,Bowling,2008,2010
Joginder Sharma,2008-2011,Kings XI Punjab,Batting,2008,2011
Joginder Sharma,2008-2011,Kings XI Punjab,Bowling,2008,2011
S Anirudha,2008-2013,Kings XI Punjab,Batting,2008,2013
S Badrinath,2008-2013,Kings XI Punjab,Batting,2008,2013
JA Morkel,2008-2013,Kings XI Punjab,Batting,2008,2013
S Anirudha,2008-2013,Kings XI Punjab,Bowling,2008,2013
S Badrinath,2008-2013,Kings XI Punjab,Bowling,2008,2013
JA Morkel,2008-2013,Kings XI Punjab,Bowling,2008,2013
MEK Hussey,2008-2015,Kings XI Punjab,Batting,2008,2015
MEK Hussey,2008-2015,Kings XI Punjab,Bowling,2008,2015
SK Raina,2008-2021,Kings XI Punjab,Batting,2008,2021
SK Raina,2008-2021,Kings XI Punjab,Bowling,2008,2021
MS Dhoni,2008-2025,Kings XI Punjab,Batting,2008,2025
MS Dhoni,2008-2025,Kings XI Punjab,Bowling,2008,2025
A Flintoff,2009-2009,Kings XI Punjab,Batting,2009,2009
A Flintoff,2009-2009,Kings XI Punjab,Bowling,2009,2009
GJ Bailey,2009-2010,Kings XI Punjab,Batting,2009,2010
T Thushara,2009-2010,Kings XI Punjab,Batting,2009,2010
S Tyagi,2009-2010,Kings XI Punjab,Batting,2009,2010
GJ Bailey,2009-2010,Kings XI Punjab,Bowling,2009,2010
T Thushara,2009-2010,Kings XI Punjab,Bowling,2009,2010
S Tyagi,2009-2010,Kings XI Punjab,Bowling,2009,2010
SB Jakati,2009-2012,Kings XI Punjab,Batting,2009,2012
SB Jakati,2009-2012,Kings XI Punjab,Bowling,2009,2012
M Vijay,2009-2020,Kings XI Punjab,Batting,2009,2020
M Vijay,2009-2020,Kings XI Punjab,Bowling,2009,2020
R Ashwin,2009-2025,Kings XI Punjab,Batting,2009,2025
R Ashwin,2009-2025,Kings XI Punjab,Bowling,2009,2025
KB Arun Karthik,2010-2010,Kings XI Punjab,Batting,2010,2010
C Ganapathy,2010-2010,Kings XI Punjab,Batting,2010,2010
JM Kemp,2010-2010,Kings XI Punjab,Batting,2010,2010
NLTC Perera,2010-2010,Kings XI Punjab,Batting,2010,2010
KB Arun Karthik,2010-2010,Kings XI Punjab,Bowling,2010,2010
C Ganapathy,2010-2010,Kings XI Punjab,Bowling,2010,2010
JM Kemp,2010-2010,Kings XI Punjab,Bowling,2010,2010
NLTC Perera,2010-2010,Kings XI Punjab,Bowling,2010,2010
DE Bollinger,2010-2012,Kings XI Punjab,Batting,2010,2012
DE Bollinger,2010-2012,Kings XI Punjab,Bowling,2010,2012
S Randiv,2011-2011,Kings XI Punjab,Batting,2011,2011
TG Southee,2011-2011,Kings XI Punjab,Batting,2011,2011
SB Styris,2011-2011,Kings XI Punjab,Batting,2011,2011
S Randiv,2011-2011,Kings XI Punjab,Bowling,2011,2011
TG Southee,2011-2011,Kings XI Punjab,Bowling,2011,2011
SB Styris,2011-2011,Kings XI Punjab,Bowling,2011,2011
KMDN Kulasekara,2011-2012,Kings XI Punjab,Batting,2011,2012
KMDN Kulasekara,2011-2012,Kings XI Punjab,Bowling,2011,2012
WP Saha,2011-2013,Kings XI Punjab,Batting,2011,2013
WP Saha,2011-2013,Kings XI Punjab,Bowling,2011,2013
DJ Bravo,2011-2022,Kings XI Punjab,Batting,2011,2022
DJ Bravo,2011-2022,Kings XI Punjab,Bowling,2011,2022
VY Mahesh,2012-2012,Kings XI Punjab,Batting,2012,2012
VY Mahesh,2012-2012,Kings XI Punjab,Bowling,2012,2012
BW Hilfenhaus,2012-2014,Kings XI Punjab,Batting,2012,2014
BW Hilfenhaus,2012-2014,Kings XI Punjab,Bowling,2012,2014
F du Plessis,2012-2021,Kings XI Punjab,Batting,2012,2021
F du Plessis,2012-2021,Kings XI Punjab,Bowling,2012,2021
RA Jadeja,2012-2025,Kings XI Punjab,Batting,2012,2025
RA Jadeja,2012-2025,Kings XI Punjab,Bowling,2012,2025
JO Holder,2013-2013,Kings XI Punjab,Batting,2013,2013
B Laughlin,2013-2013,Kings XI Punjab,Batting,2013,2013
CH Morris,2013-2013,Kings XI Punjab,Batting,2013,2013
DP Nannes,2013-2013,Kings XI Punjab,Batting,2013,2013
AS Rajpoot,2013-2013,Kings XI Punjab,Batting,2013,2013
JO Holder,2013-2013,Kings XI Punjab,Bowling,2013,2013
B Laughlin,2013-2013,Kings XI Punjab,Bowling,2013,2013
CH Morris,2013-2013,Kings XI Punjab,Bowling,2013,2013
DP Nannes,2013-2013,Kings XI Punjab,Bowling,2013,2013
AS Rajpoot,2013-2013,Kings XI Punjab,Bowling,2013,2013
MM Sharma,2013-2019,Kings XI Punjab,Batting,2013,2019
MM Sharma,2013-2019,Kings XI Punjab,Bowling,2013,2019
S Badree,2014-2014,Kings XI Punjab,Batting,2014,2014
JW Hastings,2014-2014,Kings XI Punjab,Batting,2014,2014
DJ Hussey,2014-2014,Kings XI Punjab,Batting,2014,2014
M Manhas,2014-2014,Kings XI Punjab,Batting,2014,2014
S Badree,2014-2014,Kings XI Punjab,Bowling,2014,2014
JW Hastings,2014-2014,Kings XI Punjab,Bowling,2014,2014
DJ Hussey,2014-2014,Kings XI Punjab,Bowling,2014,2014
M Manhas,2014-2014,Kings XI Punjab,Bowling,2014,2014
BB McCullum,2014-2015,Kings XI Punjab,Batting,2014,2015
P Negi,2014-2015,Kings XI Punjab,Batting,2014,2015
A Nehra,2014-2015,Kings XI Punjab,Batting,2014,2015
IC Pandey,2014-2015,Kings XI Punjab,Batting,2014,2015
DR Smith,2014-2015,Kings XI Punjab,Batting,2014,2015
BB McCullum,2014-2015,Kings XI Punjab,Bowling,2014,2015
P Negi,2014-2015,Kings XI Punjab,Bowling,2014,2015
A Nehra,2014-2015,Kings XI Punjab,Bowling,2014,2015
IC Pandey,2014-2015,Kings XI Punjab,Bowling,2014,2015
DR Smith,2014-2015,Kings XI Punjab,Bowling,2014,2015
V Shankar,2014-2025,Kings XI Punjab,Batting,2014,2025
V Shankar,2014-2025,Kings XI Punjab,Bowling,2014,2025
RG More,2015-2015,Kings XI Punjab,Batting,2015,2015
RG More,2015-2015,Kings XI Punjab,Bowling,2015,2015
DJ Willey,2018-2018,Kings XI Punjab,Batting,2018,2018
MA Wood,2018-2018,Kings XI Punjab,Batting,2018,2018
DJ Willey,2018-2018,Kings XI Punjab,Bowling,2018,2018
MA Wood,2018-2018,Kings XI Punjab,Bowling,2018,2018
SW Billings,2018-2019,Kings XI Punjab,Batting,2018,2019
Harbhajan Singh,2018-2019,Kings XI Punjab,Batting,2018,2019
DR Shorey,2018-2019,Kings XI Punjab,Batting,2018,2019
SW Billings,2018-2019,Kings XI Punjab,Bowling,2018,2019
Harbhajan Singh,2018-2019,Kings XI Punjab,Bowling,2018,2019
DR Shorey,2018-2019,Kings XI Punjab,Bowling,2018,2019
KM Jadhav,2018-2020,Kings XI Punjab,Batting,2018,2020
KV Sharma,2018-2020,Kings XI Punjab,Batting,2018,2020
SR Watson,2018-2020,Kings XI Punjab,Batting,2018,2020
KM Jadhav,2018-2020,Kings XI Punjab,Bowling,2018,2020
KV Sharma,2018-2020,Kings XI Punjab,Bowling,2018,2020
SR Watson,2018-2020,Kings XI Punjab,Bowling,2018,2020
KM Asif,2018-2021,Kings XI Punjab,Batting,2018,2021
Imran Tahir,2018-2021,Kings XI Punjab,Batting,2018,2021
L Ngidi,2018-2021,Kings XI Punjab,Batting,2018,2021
KM Asif,2018-2021,Kings XI Punjab,Bowling,2018,2021
Imran Tahir,2018-2021,Kings XI Punjab,Bowling,2018,2021
L Ngidi,2018-2021,Kings XI Punjab,Bowling,2018,2021
AT Rayudu,2018-2023,Kings XI Punjab,Batting,2018,2023
AT Rayudu,2018-2023,Kings XI Punjab,Bowling,2018,2023
DL Chahar,2018-2024,Kings XI Punjab,Batting,2018,2024
SN Thakur,2018-2024,Kings XI Punjab,Batting,2018,2024
DL Chahar,2018-2024,Kings XI Punjab,Bowling,2018,2024
SN Thakur,2018-2024,Kings XI Punjab,Bowling,2018,2024
SC Kuggeleijn,2019-2019,Kings XI Punjab,Batting,2019,2019
SC Kuggeleijn,2019-2019,Kings XI Punjab,Bowling,2019,2019
MJ Santner,2019-2024,Kings XI Punjab,Batting,2019,2024
MJ Santner,2019-2024,Kings XI Punjab,Bowling,2019,2024
PP Chawla,2020-2020,Kings XI Punjab,Batting,2020,2020
Monu Kumar,2020-2020,Kings XI Punjab,Batting,2020,2020
PP Chawla,2020-2020,Kings XI Punjab,Bowling,2020,2020
Monu Kumar,2020-2020,Kings XI Punjab,Bowling,2020,2020
JR Hazlewood,2020-2021,Kings XI Punjab,Batting,2020,2021
JR Hazlewood,2020-2021,Kings XI Punjab,Bowling,2020,2021
N Jagadeesan,2020-2022,Kings XI Punjab,Batting,2020,2022
N Jagadeesan,2020-2022,Kings XI Punjab,Bowling,2020,2022
SM Curran,2020-2025,Kings XI Punjab,Batting,2020,2025
RD Gaikwad,2020-2025,Kings XI Punjab,Batting,2020,2025
SM Curran,2020-2025,Kings XI Punjab,Bowling,2020,2025
RD Gaikwad,2020-2025,Kings XI Punjab,Bowling,2020,2025
RV Uthappa,2021-2022,Kings XI Punjab,Batting,2021,2022
RV Uthappa,2021-2022,Kings XI Punjab,Bowling,2021,2022
MM Ali,2021-2024,Kings XI Punjab,Batting,2021,2024
MM Ali,2021-2024,Kings XI Punjab,Bowling,2021,2024
CJ Jordan,2022-2022,Kings XI Punjab,Batting,2022,2022
AF Milne,2022-2022,Kings XI Punjab,Batting,2022,2022
PH Solanki,2022-2022,Kings XI Punjab,Batting,2022,2022
CJ Jordan,2022-2022,Kings XI Punjab,Bowling,2022,2022
AF Milne,2022-2022,Kings XI Punjab,Bowling,2022,2022
PH Solanki,2022-2022,Kings XI Punjab,Bowling,2022,2022
D Pretorius,2022-2023,Kings XI Punjab,Batting,2022,2023
D Pretorius,2022-2023,Kings XI Punjab,Bowling,2022,2023
TU Deshpande,2022-2024,Kings XI Punjab,Batting,2022,2024
Simarjeet Singh,2022-2024,Kings XI Punjab,Batting,2022,2024
M Theekshana,2022-2024,Kings XI Punjab,Batting,2022,2024
TU Deshpande,2022-2024,Kings XI Punjab,Bowling,2022,2024
Simarjeet Singh,2022-2024,Kings XI Punjab,Bowling,2022,2024
M Theekshana,2022-2024,Kings XI Punjab,Bowling,2022,2024
DP Conway,2022-2025,Kings XI Punjab,Batting,2022,2025
S Dube,2022-2025,Kings XI Punjab,Batting,2022,2025
Mukesh Choudhary,2022-2025,Kings XI Punjab,Batting,2022,2025
M Pathirana,2022-2025,Kings XI Punjab,Batting,2022,2025
DP Conway,2022-2025,Kings XI Punjab,Bowling,2022,2025
S Dube,2022-2025,Kings XI Punjab,Bowling,2022,2025
Mukesh Choudhary,2022-2025,Kings XI Punjab,Bowling,2022,2025
M Pathirana,2022-2025,Kings XI Punjab,Bowling,2022,2025
Akash Singh,2023-2023,Kings XI Punjab,Batting,2023,2023
RS Hangargekar,2023-2023,Kings XI Punjab,Batting,2023,2023
SSB Magala,2023-2023,Kings XI Punjab,Batting,2023,2023
BA Stokes,2023-2023,Kings XI Punjab,Batting,2023,2023
Akash Singh,2023-2023,Kings XI Punjab,Bowling,2023,2023
RS Hangargekar,2023-2023,Kings XI Punjab,Bowling,2023,2023
SSB Magala,2023-2023,Kings XI Punjab,Bowling,2023,2023
BA Stokes,2023-2023,Kings XI Punjab,Bowling,2023,2023
AM Rahane,2023-2024,Kings XI Punjab,Batting,2023,2024
AM Rahane,2023-2024,Kings XI Punjab,Bowling,2023,2024
RJ Gleeson,2024-2024,Kings XI Punjab,Batting,2024,2024
DJ Mitchell,2024-2024,Kings XI Punjab,Batting,2024,2024
Mustafizur Rahman,2024-2024,Kings XI Punjab,Batting,2024,2024
Sameer Rizvi,2024-2024,Kings XI Punjab,Batting,2024,2024
RJ Gleeson,2024-2024,Kings XI Punjab,Bowling,2024,2024
DJ Mitchell,2024-2024,Kings XI Punjab,Bowling,2024,2024
Mustafizur Rahman,2024-2024,Kings XI Punjab,Bowling,2024,2024
Sameer Rizvi,2024-2024,Kings XI Punjab,Bowling,2024,2024
R Ravindra,2024-2025,Kings XI Punjab,Batting,2024,2025
R Ravindra,2024-2025,Kings XI Punjab,Bowling,2024,2025
KK Ahmed,2025-2025,Kings XI Punjab,Batting,2025,2025
D Brevis,2025-2025,Kings XI Punjab,Batting,2025,2025
NT Ellis,2025-2025,Kings XI Punjab,Batting,2025,2025
DJ Hooda,2025-2025,Kings XI Punjab,Batting,2025,2025
A Kamboj,2025-2025,Kings XI Punjab,Batting,2025,2025
A Mhatre,2025-2025,Kings XI Punjab,Batting,2025,2025
Noor Ahmad,2025-2025,Kings XI Punjab,Batting,2025,2025
J Overton,2025-2025,Kings XI Punjab,Batting,2025,2025
UM Patel,2025-2025,Kings XI Punjab,Batting,2025,2025
SK Rasheed,2025-2025,Kings XI Punjab,Batting,2025,2025
RA Tripathi,2025-2025,Kings XI Punjab,Batting,2025,2025
KK Ahmed,2025-2025,Kings XI Punjab,Bowling,2025,2025
D Brevis,2025-2025,Kings XI Punjab,Bowling,2025,2025
NT Ellis,2025-2025,Kings XI Punjab,Bowling,2025,2025
DJ Hooda,2025-2025,Kings XI Punjab,Bowling,2025,2025
A Kamboj,2025-2025,Kings XI Punjab,Bowling,2025,2025
A Mhatre,2025-2025,Kings XI Punjab,Bowling,2025,2025
Noor Ahmad,2025-2025,Kings XI Punjab,Bowling,2025,2025
J Overton,2025-2025,Kings XI Punjab,Bowling,2025,2025
UM Patel,2025-2025,Kings XI Punjab,Bowling,2025,2025
SK Rasheed,2025-2025,Kings XI Punjab,Bowling,2025,2025
RA Tripathi,2025-2025,Kings XI Punjab,Bowling,2025,2025
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
NL McCullum,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
TD Paine,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
S Rana,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
GC Smith,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
JE Taylor,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
SB Wagh,2011-2011,Kochi Tuskers Kerala,Batting,2011,2011
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
NL McCullum,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
TD Paine,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
S Rana,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
GC Smith,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
JE Taylor,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
SB Wagh,2011-2011,Kochi Tuskers Kerala,Bowling,2011,2011
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
M Kartik,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
MD Mishra,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
JD Ryder,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
AC Thomas,2011-2012,Kochi Tuskers Kerala,Batting,2011,2012
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
M Kartik,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
MD Mishra,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
JD Ryder,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
AC Thomas,2011-2012,Kochi Tuskers Kerala,Bowling,2011,2012
B Kumar,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
M Manhas,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
MR Marsh,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
MK Pandey,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
WD Parnell,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
R Sharma,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
RV Uthappa,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,Batting,2011,2013
B Kumar,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
M Manhas,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
MR Marsh,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
MK Pandey,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
WD Parnell,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
R Sharma,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
RV Uthappa,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,Bowling,2011,2013
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Batting,2012,2012
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Batting,2012,2012
A Nehra,2012-2012,Kochi Tuskers Kerala,Batting,2012,2012
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Bowling,2012,2012
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Bowling,2012,2012
A Nehra,2012-2012,Kochi Tuskers Kerala,Bowling,2012,2012
AB Dinda,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
AD Mathews,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
MN Samuels,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
SPD Smith,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
LJ Wright,2012-2013,Kochi Tuskers Kerala,Batting,2012,2013
AB Dinda,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
AD Mathews,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
MN Samuels,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
SPD Smith,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
LJ Wright,2012-2013,Kochi Tuskers Kerala,Bowling,2012,2013
UA Birla,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
AJ Finch,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
RV Gomez,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
AM Nayar,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
IC Pandey,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
M Rawat,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
KW Richardson,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
TL Suman,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,Batting,2013,2013
UA Birla,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
AJ Finch,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
RV Gomez,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
AM Nayar,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
IC Pandey,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
M Rawat,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
KW Richardson,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
TL Suman,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,Bowling,2013,2013
B Geeves,2008-2008,Kolkata Knight Riders,Batting,2008,2008
GD McGrath,2008-2008,Kolkata Knight Riders,Batting,2008,2008
Mohammad Asif,2008-2008,Kolkata Knight Riders,Batting,2008,2008
Shoaib Malik,2008-2008,Kolkata Knight Riders,Batting,2008,2008
B Geeves,2008-2008,Kolkata Knight Riders,Bowling,2008,2008
GD McGrath,2008-2008,Kolkata Knight Riders,Bowling,2008,2008
Mohammad Asif,2008-2008,Kolkata Knight Riders,Bowling,2008,2008
